,paper,doi,research_field_label
837,http://orkg.org/orkg/resource/R169930,10.1371/journal.pone.0174605,Bioinformatics
838,http://orkg.org/orkg/resource/R169933,10.1371/journal.pone.0175353,Bioinformatics
839,http://orkg.org/orkg/resource/R169935,10.1371/journal.pone.0175383,Bioinformatics
840,http://orkg.org/orkg/resource/R169941,10.1371/journal.pone.0176127,Bioinformatics
841,http://orkg.org/orkg/resource/R169943,10.1371/journal.pone.0176564,Bioinformatics
842,http://orkg.org/orkg/resource/R169948,10.1371/journal.pone.0177282,Bioinformatics
843,http://orkg.org/orkg/resource/R169955,10.1371/journal.pone.0177839,Bioinformatics
844,http://orkg.org/orkg/resource/R169959,10.1371/journal.pone.0177847,Bioinformatics
845,http://orkg.org/orkg/resource/R169964,10.1371/journal.pone.0177916,Bioinformatics
846,http://orkg.org/orkg/resource/R169968,10.1371/journal.pone.0178072,Bioinformatics
847,http://orkg.org/orkg/resource/R169971,10.1371/journal.pone.0178669,Bioinformatics
848,http://orkg.org/orkg/resource/R169974,10.1371/journal.pone.0180857,Bioinformatics
849,http://orkg.org/orkg/resource/R169976,10.1371/journal.pone.0181392,Bioinformatics
850,http://orkg.org/orkg/resource/R169991,10.1371/journal.pone.0181438,Bioinformatics
851,http://orkg.org/orkg/resource/R169996,10.1371/journal.pone.0181650,Bioinformatics
852,http://orkg.org/orkg/resource/R169998,10.1371/journal.pone.0181955,Bioinformatics
853,http://orkg.org/orkg/resource/R170000,10.1371/journal.pone.0183285,Bioinformatics
854,http://orkg.org/orkg/resource/R170002,10.1371/journal.pone.0183409,Bioinformatics
855,http://orkg.org/orkg/resource/R170005,10.1371/journal.pone.0183793,Bioinformatics
856,http://orkg.org/orkg/resource/R170007,10.1371/journal.pone.0183806,Bioinformatics
857,http://orkg.org/orkg/resource/R170009,10.1371/journal.pone.0183811,Bioinformatics
858,http://orkg.org/orkg/resource/R170013,10.1371/journal.pone.0183914,Bioinformatics
859,http://orkg.org/orkg/resource/R170015,10.1371/journal.pone.0184160,Bioinformatics
860,http://orkg.org/orkg/resource/R170017,10.1371/journal.pone.0184505,Bioinformatics
861,http://orkg.org/orkg/resource/R170030,10.1371/journal.pone.0184816,Bioinformatics
862,http://orkg.org/orkg/resource/R170033,10.1371/journal.pone.0185571,Bioinformatics
863,http://orkg.org/orkg/resource/R170039,10.1371/journal.pone.0186069,Bioinformatics
864,http://orkg.org/orkg/resource/R170046,10.1371/journal.pone.0186344,Bioinformatics
865,http://orkg.org/orkg/resource/R170056,10.1371/journal.pone.0186685,Bioinformatics
866,http://orkg.org/orkg/resource/R170058,10.1371/journal.pone.0187016,Bioinformatics
867,http://orkg.org/orkg/resource/R170060,10.1371/journal.pone.0187863,Bioinformatics
868,http://orkg.org/orkg/resource/R170062,10.1371/journal.pone.0188823,Bioinformatics
869,http://orkg.org/orkg/resource/R170065,10.1371/journal.pone.0189233,Bioinformatics
870,http://orkg.org/orkg/resource/R170067,10.1371/journal.pone.0189260,Bioinformatics
871,http://orkg.org/orkg/resource/R170070,10.1371/journal.pone.0189399,Bioinformatics
872,http://orkg.org/orkg/resource/R170072,10.1371/journal.pone.0189516,Bioinformatics
873,http://orkg.org/orkg/resource/R170074,10.1371/journal.pone.0190140,Bioinformatics
874,http://orkg.org/orkg/resource/R170076,10.1371/journal.pone.0191319,Bioinformatics
875,http://orkg.org/orkg/resource/R170078,10.1371/journal.pone.0192406,Bioinformatics
876,http://orkg.org/orkg/resource/R170080,10.1371/journal.pone.0192614,Bioinformatics
877,http://orkg.org/orkg/resource/R170085,10.1371/journal.pone.0193063,Bioinformatics
878,http://orkg.org/orkg/resource/R170089,10.1371/journal.pone.0193317,Bioinformatics
879,http://orkg.org/orkg/resource/R170091,10.1371/journal.pone.0193666,Bioinformatics
880,http://orkg.org/orkg/resource/R170094,10.1371/journal.pone.0193723,Bioinformatics
881,http://orkg.org/orkg/resource/R170097,10.1371/journal.pone.0194501,Bioinformatics
882,http://orkg.org/orkg/resource/R170100,10.1371/journal.pone.0194962,Bioinformatics
883,http://orkg.org/orkg/resource/R170104,10.1371/journal.pone.0195085,Bioinformatics
884,http://orkg.org/orkg/resource/R170107,10.1371/journal.pone.0195280,Bioinformatics
885,http://orkg.org/orkg/resource/R170109,10.1371/journal.pone.0195283,Bioinformatics
886,http://orkg.org/orkg/resource/R170112,10.1371/journal.pone.0195491,Bioinformatics
887,http://orkg.org/orkg/resource/R170119,10.1371/journal.pone.0195760,Bioinformatics
888,http://orkg.org/orkg/resource/R170121,10.1371/journal.pone.0196711,Bioinformatics
889,http://orkg.org/orkg/resource/R170123,10.1371/journal.pone.0197592,Bioinformatics
890,http://orkg.org/orkg/resource/R170126,10.1371/journal.pone.0198125,Bioinformatics
891,http://orkg.org/orkg/resource/R170128,10.1371/journal.pone.0199424,Bioinformatics
892,http://orkg.org/orkg/resource/R170130,10.1371/journal.pone.0199874,Bioinformatics
893,http://orkg.org/orkg/resource/R170132,10.1371/journal.pone.0200144,Bioinformatics
894,http://orkg.org/orkg/resource/R170135,10.1371/journal.pone.0200712,Bioinformatics
895,http://orkg.org/orkg/resource/R170137,10.1371/journal.pone.0200780,Bioinformatics
896,http://orkg.org/orkg/resource/R170139,10.1371/journal.pone.0201165,Bioinformatics
897,http://orkg.org/orkg/resource/R170142,10.1371/journal.pone.0201257,Bioinformatics
898,http://orkg.org/orkg/resource/R170144,10.1371/journal.pone.0201898,Bioinformatics
899,http://orkg.org/orkg/resource/R170146,10.1371/journal.pone.0202022,Bioinformatics
900,http://orkg.org/orkg/resource/R170163,10.1371/journal.pone.0202072,Bioinformatics
901,http://orkg.org/orkg/resource/R170165,10.1371/journal.pone.0202215,Bioinformatics
902,http://orkg.org/orkg/resource/R170167,10.1371/journal.pone.0202728,Bioinformatics
903,http://orkg.org/orkg/resource/R170170,10.1371/journal.pone.0202923,Bioinformatics
904,http://orkg.org/orkg/resource/R170172,10.1371/journal.pone.0203110,Bioinformatics
905,http://orkg.org/orkg/resource/R170175,10.1371/journal.pone.0204017,Bioinformatics
906,http://orkg.org/orkg/resource/R170177,10.1371/journal.pone.0204035,Bioinformatics
907,http://orkg.org/orkg/resource/R170179,10.1371/journal.pone.0204131,Bioinformatics
908,http://orkg.org/orkg/resource/R170184,10.1371/journal.pone.0204338,Bioinformatics
909,http://orkg.org/orkg/resource/R170192,10.1371/journal.pone.0204604,Bioinformatics
910,http://orkg.org/orkg/resource/R170194,10.1371/journal.pone.0205155,Bioinformatics
911,http://orkg.org/orkg/resource/R170197,10.1371/journal.pone.0205221,Bioinformatics
912,http://orkg.org/orkg/resource/R170201,10.1371/journal.pone.0205559,Bioinformatics
913,http://orkg.org/orkg/resource/R170203,10.1371/journal.pone.0205935,Bioinformatics
914,http://orkg.org/orkg/resource/R170205,10.1371/journal.pone.0206656,Bioinformatics
915,http://orkg.org/orkg/resource/R170208,10.1371/journal.pone.0206846,Bioinformatics
916,http://orkg.org/orkg/resource/R170215,10.1371/journal.pone.0207148,Bioinformatics
917,http://orkg.org/orkg/resource/R170217,10.1371/journal.pone.0207637,Bioinformatics
918,http://orkg.org/orkg/resource/R170220,10.1371/journal.pone.0207726,Bioinformatics
919,http://orkg.org/orkg/resource/R170222,10.1371/journal.pone.0208109,Bioinformatics
920,http://orkg.org/orkg/resource/R170224,10.1371/journal.pone.0208571,Bioinformatics
921,http://orkg.org/orkg/resource/R170226,10.1371/journal.pone.0209043,Bioinformatics
922,http://orkg.org/orkg/resource/R170228,10.1371/journal.pone.0209064,Bioinformatics
923,http://orkg.org/orkg/resource/R170231,10.1371/journal.pone.0209477,Bioinformatics
924,http://orkg.org/orkg/resource/R170234,10.1371/journal.pone.0209910,Bioinformatics
925,http://orkg.org/orkg/resource/R170237,10.1371/journal.pone.0210050,Bioinformatics
926,http://orkg.org/orkg/resource/R170241,10.1371/journal.pone.0210221,Bioinformatics
927,http://orkg.org/orkg/resource/R170244,10.1371/journal.pone.0210226,Bioinformatics
928,http://orkg.org/orkg/resource/R170246,10.1371/journal.pone.0210585,Bioinformatics
929,http://orkg.org/orkg/resource/R170248,10.1371/journal.pone.0210651,Bioinformatics
930,http://orkg.org/orkg/resource/R170251,10.1371/journal.pone.0211143,Bioinformatics
931,http://orkg.org/orkg/resource/R170253,10.1371/journal.pone.0211470,Bioinformatics
932,http://orkg.org/orkg/resource/R170255,10.1371/journal.ppat.1005728,Bioinformatics
933,http://orkg.org/orkg/resource/R170258,10.1371/journal.pbio.1001820,Bioinformatics
934,http://orkg.org/orkg/resource/R170262,10.1371/journal.pbio.1001940,Bioinformatics
935,http://orkg.org/orkg/resource/R170266,10.1371/journal.pbio.2002468,Bioinformatics
936,http://orkg.org/orkg/resource/R170269,10.1371/journal.pbio.2002556,Bioinformatics
937,http://orkg.org/orkg/resource/R170272,10.1371/journal.pbio.2005747,Bioinformatics
938,http://orkg.org/orkg/resource/R170275,10.1371/journal.pbio.2006328,Bioinformatics
939,http://orkg.org/orkg/resource/R170277,10.1371/journal.pcbi.1000966,Bioinformatics
940,http://orkg.org/orkg/resource/R170279,10.1371/journal.pgen.1004356,Bioinformatics
941,http://orkg.org/orkg/resource/R170282,10.1371/journal.pgen.1006498,Bioinformatics
942,http://orkg.org/orkg/resource/R170286,10.1371/journal.pgen.1007338,Bioinformatics
943,http://orkg.org/orkg/resource/R170289,10.1371/journal.pmed.1000419,Bioinformatics
944,http://orkg.org/orkg/resource/R170292,10.1371/journal.pmed.1002040,Bioinformatics
945,http://orkg.org/orkg/resource/R170295,10.1371/journal.pmed.1002159,Bioinformatics
946,http://orkg.org/orkg/resource/R170297,10.1371/journal.pmed.1002214,Bioinformatics
947,http://orkg.org/orkg/resource/R170299,10.1371/journal.pmed.1002357,Bioinformatics
948,http://orkg.org/orkg/resource/R170302,10.1371/journal.pmed.1002427,Bioinformatics
949,http://orkg.org/orkg/resource/R170304,10.1371/journal.pmed.1002459,Bioinformatics
950,http://orkg.org/orkg/resource/R170306,10.1371/journal.pntd.0004424,Bioinformatics
951,http://orkg.org/orkg/resource/R170309,10.1371/journal.pntd.0005939,Bioinformatics
952,http://orkg.org/orkg/resource/R170311,10.1371/journal.pntd.0006622,Bioinformatics
953,http://orkg.org/orkg/resource/R170314,10.1371/journal.pone.0002023,Bioinformatics
954,http://orkg.org/orkg/resource/R170316,10.1371/journal.pone.0003397,Bioinformatics
955,http://orkg.org/orkg/resource/R170318,10.1371/journal.pone.0003628,Bioinformatics
956,http://orkg.org/orkg/resource/R170320,10.1371/journal.pone.0003755,Bioinformatics
957,http://orkg.org/orkg/resource/R170325,10.1371/journal.pone.0004659,Bioinformatics
958,http://orkg.org/orkg/resource/R170327,10.1371/journal.pone.0004983,Bioinformatics
959,http://orkg.org/orkg/resource/R170329,10.1371/journal.pone.0005707,Bioinformatics
960,http://orkg.org/orkg/resource/R170331,10.1371/journal.pone.0005987,Bioinformatics
961,http://orkg.org/orkg/resource/R170334,10.1371/journal.pone.0006150,Bioinformatics
962,http://orkg.org/orkg/resource/R170336,10.1371/journal.pone.0006368,Bioinformatics
963,http://orkg.org/orkg/resource/R170340,10.1371/journal.pone.0007758,Bioinformatics
964,http://orkg.org/orkg/resource/R170342,10.1371/journal.pone.0008483,Bioinformatics
965,http://orkg.org/orkg/resource/R170345,10.1371/journal.pone.0008775,Bioinformatics
966,http://orkg.org/orkg/resource/R170347,10.1371/journal.pone.0009708,Bioinformatics
967,http://orkg.org/orkg/resource/R170350,10.1371/journal.pone.0009791,Bioinformatics
968,http://orkg.org/orkg/resource/R170352,10.1371/journal.pone.0010457,Bioinformatics
969,http://orkg.org/orkg/resource/R170355,10.1371/journal.pone.0012135,Bioinformatics
970,http://orkg.org/orkg/resource/R170357,10.1371/journal.pone.0012758,Bioinformatics
971,http://orkg.org/orkg/resource/R170359,10.1371/journal.pone.0013531,Bioinformatics
972,http://orkg.org/orkg/resource/R170361,10.1371/journal.pone.0014069,Bioinformatics
973,http://orkg.org/orkg/resource/R170363,10.1371/journal.pone.0014150,Bioinformatics
974,http://orkg.org/orkg/resource/R170365,10.1371/journal.pone.0014331,Bioinformatics
975,http://orkg.org/orkg/resource/R170367,10.1371/journal.pone.0014610,Bioinformatics
976,http://orkg.org/orkg/resource/R170369,10.1371/journal.pone.0015118,Bioinformatics
977,http://orkg.org/orkg/resource/R170372,10.1371/journal.pone.0015268,Bioinformatics
978,http://orkg.org/orkg/resource/R170375,10.1371/journal.pone.0015429,Bioinformatics
979,http://orkg.org/orkg/resource/R170378,10.1371/journal.pone.0016003,Bioinformatics
980,http://orkg.org/orkg/resource/R170382,10.1371/journal.pone.0016606,Bioinformatics
981,http://orkg.org/orkg/resource/R170384,10.1371/journal.pone.0017317,Bioinformatics
982,http://orkg.org/orkg/resource/R170386,10.1371/journal.pone.0018521,Bioinformatics
983,http://orkg.org/orkg/resource/R170389,10.1371/journal.pone.0018905,Bioinformatics
984,http://orkg.org/orkg/resource/R170391,10.1371/journal.pone.0020722,Bioinformatics
985,http://orkg.org/orkg/resource/R170393,10.1371/journal.pone.0020989,Bioinformatics
986,http://orkg.org/orkg/resource/R170395,10.1371/journal.pone.0021066,Bioinformatics
987,http://orkg.org/orkg/resource/R170398,10.1371/journal.pone.0022093,Bioinformatics
988,http://orkg.org/orkg/resource/R170400,10.1371/journal.pone.0022350,Bioinformatics
989,http://orkg.org/orkg/resource/R170402,10.1371/journal.pone.0022971,Bioinformatics
990,http://orkg.org/orkg/resource/R170404,10.1371/journal.pone.0023105,Bioinformatics
991,http://orkg.org/orkg/resource/R170406,10.1371/journal.pone.0023236,Bioinformatics
992,http://orkg.org/orkg/resource/R170409,10.1371/journal.pone.0023889,Bioinformatics
993,http://orkg.org/orkg/resource/R170411,10.1371/journal.pone.0023976,Bioinformatics
994,http://orkg.org/orkg/resource/R170413,10.1371/journal.pone.0024858,Bioinformatics
995,http://orkg.org/orkg/resource/R170415,10.1371/journal.pone.0025035,Bioinformatics
996,http://orkg.org/orkg/resource/R170417,10.1371/journal.pone.0025948,Bioinformatics
997,http://orkg.org/orkg/resource/R170419,10.1371/journal.pone.0026761,Bioinformatics
998,http://orkg.org/orkg/resource/R170421,10.1371/journal.pone.0026788,Bioinformatics
999,http://orkg.org/orkg/resource/R170423,10.1371/journal.pone.0027014,Bioinformatics
1000,http://orkg.org/orkg/resource/R170426,10.1371/journal.pone.0028904,Bioinformatics
1001,http://orkg.org/orkg/resource/R170428,10.1371/journal.pone.0029991,Bioinformatics
1002,http://orkg.org/orkg/resource/R170431,10.1371/journal.pone.0030096,Bioinformatics
1003,http://orkg.org/orkg/resource/R170433,10.1371/journal.pone.0031660,Bioinformatics
1004,http://orkg.org/orkg/resource/R170436,10.1371/journal.pone.0031878,Bioinformatics
1005,http://orkg.org/orkg/resource/R170439,10.1371/journal.pone.0032002,Bioinformatics
1006,http://orkg.org/orkg/resource/R170441,10.1371/journal.pone.0032311,Bioinformatics
1007,http://orkg.org/orkg/resource/R170443,10.1371/journal.pone.0032564,Bioinformatics
1008,http://orkg.org/orkg/resource/R170445,10.1371/journal.pone.0032566,Bioinformatics
1009,http://orkg.org/orkg/resource/R170447,10.1371/journal.pone.0032677,Bioinformatics
1010,http://orkg.org/orkg/resource/R170449,10.1371/journal.pone.0033028,Bioinformatics
1011,http://orkg.org/orkg/resource/R170451,10.1371/journal.pone.0033461,Bioinformatics
1012,http://orkg.org/orkg/resource/R170453,10.1371/journal.pone.0033690,Bioinformatics
1013,http://orkg.org/orkg/resource/R170455,10.1371/journal.pone.0034922,Bioinformatics
1014,http://orkg.org/orkg/resource/R170458,10.1371/journal.pone.0035420,Bioinformatics
1015,http://orkg.org/orkg/resource/R170460,10.1371/journal.pone.0036118,Bioinformatics
1016,http://orkg.org/orkg/resource/R170463,10.1371/journal.pone.0037177,Bioinformatics
1017,http://orkg.org/orkg/resource/R170466,10.1371/journal.pone.0037397,Bioinformatics
1018,http://orkg.org/orkg/resource/R170468,10.1371/journal.pone.0037612,Bioinformatics
1019,http://orkg.org/orkg/resource/R170470,10.1371/journal.pone.0038462,Bioinformatics
1020,http://orkg.org/orkg/resource/R170473,10.1371/journal.pone.0038524,Bioinformatics
1021,http://orkg.org/orkg/resource/R170475,10.1371/journal.pone.0039384,Bioinformatics
1022,http://orkg.org/orkg/resource/R170477,10.1371/journal.pone.0040101,Bioinformatics
1023,http://orkg.org/orkg/resource/R170479,10.1371/journal.pone.0040529,Bioinformatics
1024,http://orkg.org/orkg/resource/R170481,10.1371/journal.pone.0041805,Bioinformatics
1025,http://orkg.org/orkg/resource/R170483,10.1371/journal.pone.0042083,Bioinformatics
1026,http://orkg.org/orkg/resource/R170485,10.1371/journal.pone.0042416,Bioinformatics
1027,http://orkg.org/orkg/resource/R170487,10.1371/journal.pone.0042889,Bioinformatics
1028,http://orkg.org/orkg/resource/R170490,10.1371/journal.pone.0043294,Bioinformatics
1029,http://orkg.org/orkg/resource/R170492,10.1371/journal.pone.0045715,Bioinformatics
1030,http://orkg.org/orkg/resource/R170494,10.1371/journal.pone.0045736,Bioinformatics
1031,http://orkg.org/orkg/resource/R170496,10.1371/journal.pone.0046047,Bioinformatics
1032,http://orkg.org/orkg/resource/R170498,10.1371/journal.pone.0046449,Bioinformatics
1033,http://orkg.org/orkg/resource/R170501,10.1371/journal.pone.0046579,Bioinformatics
1034,http://orkg.org/orkg/resource/R170503,10.1371/journal.pone.0046597,Bioinformatics
1035,http://orkg.org/orkg/resource/R170506,10.1371/journal.pone.0047335,Bioinformatics
1036,http://orkg.org/orkg/resource/R170508,10.1371/journal.pone.0047653,Bioinformatics
1037,http://orkg.org/orkg/resource/R170510,10.1371/journal.pone.0048076,Bioinformatics
1038,http://orkg.org/orkg/resource/R170512,10.1371/journal.pone.0048671,Bioinformatics
1039,http://orkg.org/orkg/resource/R170514,10.1371/journal.pone.0048740,Bioinformatics
1040,http://orkg.org/orkg/resource/R170517,10.1371/journal.pone.0048975,Bioinformatics
1041,http://orkg.org/orkg/resource/R170520,10.1371/journal.pone.0049356,Bioinformatics
1042,http://orkg.org/orkg/resource/R170522,10.1371/journal.pone.0049714,Bioinformatics
1043,http://orkg.org/orkg/resource/R170525,10.1371/journal.pone.0049748,Bioinformatics
1044,http://orkg.org/orkg/resource/R170528,10.1371/journal.pone.0050108,Bioinformatics
1045,http://orkg.org/orkg/resource/R170531,10.1371/journal.pone.0051158,Bioinformatics
1046,http://orkg.org/orkg/resource/R170534,10.1371/journal.pone.0051755,Bioinformatics
1047,http://orkg.org/orkg/resource/R170536,10.1371/journal.pone.0052206,Bioinformatics
1048,http://orkg.org/orkg/resource/R170538,10.1371/journal.pone.0052371,Bioinformatics
1049,http://orkg.org/orkg/resource/R170540,10.1371/journal.pone.0053052,Bioinformatics
1050,http://orkg.org/orkg/resource/R170542,10.1371/journal.pone.0053114,Bioinformatics
1051,http://orkg.org/orkg/resource/R170544,10.1371/journal.pone.0053144,Bioinformatics
1052,http://orkg.org/orkg/resource/R170547,10.1371/journal.pone.0053246,Bioinformatics
1053,http://orkg.org/orkg/resource/R170549,10.1371/journal.pone.0053879,Bioinformatics
1054,http://orkg.org/orkg/resource/R170551,10.1371/journal.pone.0054856,Bioinformatics
1055,http://orkg.org/orkg/resource/R170554,10.1371/journal.pone.0055248,Bioinformatics
1056,http://orkg.org/orkg/resource/R170556,10.1371/journal.pone.0055503,Bioinformatics
1057,http://orkg.org/orkg/resource/R170558,10.1371/journal.pone.0055680,Bioinformatics
1058,http://orkg.org/orkg/resource/R170560,10.1371/journal.pone.0056041,Bioinformatics
1059,http://orkg.org/orkg/resource/R170562,10.1371/journal.pone.0056091,Bioinformatics
1060,http://orkg.org/orkg/resource/R170564,10.1371/journal.pone.0056105,Bioinformatics
1061,http://orkg.org/orkg/resource/R170566,10.1371/journal.pone.0056620,Bioinformatics
1062,http://orkg.org/orkg/resource/R170568,10.1371/journal.pone.0056674,Bioinformatics
1063,http://orkg.org/orkg/resource/R170570,10.1371/journal.pone.0056941,Bioinformatics
1064,http://orkg.org/orkg/resource/R170572,10.1371/journal.pone.0056945,Bioinformatics
1065,http://orkg.org/orkg/resource/R170574,10.1371/journal.pone.0057203,Bioinformatics
1066,http://orkg.org/orkg/resource/R170577,10.1371/journal.pone.0057380,Bioinformatics
1067,http://orkg.org/orkg/resource/R170579,10.1371/journal.pone.0057725,Bioinformatics
1068,http://orkg.org/orkg/resource/R170581,10.1371/journal.pone.0058070,Bioinformatics
1069,http://orkg.org/orkg/resource/R170584,10.1371/journal.pone.0058142,Bioinformatics
1070,http://orkg.org/orkg/resource/R170586,10.1371/journal.pone.0058176,Bioinformatics
1071,http://orkg.org/orkg/resource/R170589,10.1371/journal.pone.0058847,Bioinformatics
1072,http://orkg.org/orkg/resource/R170592,10.1371/journal.pone.0059084,Bioinformatics
1073,http://orkg.org/orkg/resource/R170594,10.1371/journal.pone.0060637,Bioinformatics
1074,http://orkg.org/orkg/resource/R170597,10.1371/journal.pone.0062322,Bioinformatics
1075,http://orkg.org/orkg/resource/R170599,10.1371/journal.pone.0062593,Bioinformatics
1076,http://orkg.org/orkg/resource/R170601,10.1371/journal.pone.0062701,Bioinformatics
1077,http://orkg.org/orkg/resource/R170603,10.1371/journal.pone.0064038,Bioinformatics
1078,http://orkg.org/orkg/resource/R170606,10.1371/journal.pone.0064522,Bioinformatics
1079,http://orkg.org/orkg/resource/R170609,10.1371/journal.pone.0064742,Bioinformatics
1080,http://orkg.org/orkg/resource/R170611,10.1371/journal.pone.0064881,Bioinformatics
1081,http://orkg.org/orkg/resource/R170613,10.1371/journal.pone.0064921,Bioinformatics
1082,http://orkg.org/orkg/resource/R170615,10.1371/journal.pone.0065085,Bioinformatics
1083,http://orkg.org/orkg/resource/R170618,10.1371/journal.pone.0065274,Bioinformatics
1084,http://orkg.org/orkg/resource/R170621,10.1371/journal.pone.0065442,Bioinformatics
1085,http://orkg.org/orkg/resource/R170623,10.1371/journal.pone.0065504,Bioinformatics
1086,http://orkg.org/orkg/resource/R170626,10.1371/journal.pone.0065730,Bioinformatics
1087,http://orkg.org/orkg/resource/R170628,10.1371/journal.pone.0066204,Bioinformatics
1088,http://orkg.org/orkg/resource/R170630,10.1371/journal.pone.0066222,Bioinformatics
1089,http://orkg.org/orkg/resource/R170632,10.1371/journal.pone.0066335,Bioinformatics
1090,http://orkg.org/orkg/resource/R170634,10.1371/journal.pone.0066353,Bioinformatics
1091,http://orkg.org/orkg/resource/R170636,10.1371/journal.pone.0066571,Bioinformatics
1092,http://orkg.org/orkg/resource/R170639,10.1371/journal.pone.0067887,Bioinformatics
1093,http://orkg.org/orkg/resource/R170641,10.1371/journal.pone.0068444,Bioinformatics
1094,http://orkg.org/orkg/resource/R170644,10.1371/journal.pone.0069472,Bioinformatics
1095,http://orkg.org/orkg/resource/R170646,10.1371/journal.pone.0069481,Bioinformatics
1096,http://orkg.org/orkg/resource/R170650,10.1371/journal.pone.0069684,Bioinformatics
1097,http://orkg.org/orkg/resource/R170652,10.1371/journal.pone.0070297,Bioinformatics
1098,http://orkg.org/orkg/resource/R170654,10.1371/journal.pone.0071085,Bioinformatics
1099,http://orkg.org/orkg/resource/R170656,10.1371/journal.pone.0071313,Bioinformatics
1100,http://orkg.org/orkg/resource/R170658,10.1371/journal.pone.0071796,Bioinformatics
1101,http://orkg.org/orkg/resource/R170660,10.1371/journal.pone.0071922,Bioinformatics
1102,http://orkg.org/orkg/resource/R170662,10.1371/journal.pone.0072359,Bioinformatics
1103,http://orkg.org/orkg/resource/R170664,10.1371/journal.pone.0072481,Bioinformatics
1104,http://orkg.org/orkg/resource/R170667,10.1371/journal.pone.0072602,Bioinformatics
1105,http://orkg.org/orkg/resource/R170669,10.1371/journal.pone.0073102,Bioinformatics
1106,http://orkg.org/orkg/resource/R170671,10.1371/journal.pone.0073519,Bioinformatics
1107,http://orkg.org/orkg/resource/R170674,10.1371/journal.pone.0073814,Bioinformatics
1108,http://orkg.org/orkg/resource/R170676,10.1371/journal.pone.0074258,Bioinformatics
1109,http://orkg.org/orkg/resource/R170678,10.1371/journal.pone.0075009,Bioinformatics
1110,http://orkg.org/orkg/resource/R170680,10.1371/journal.pone.0076266,Bioinformatics
1111,http://orkg.org/orkg/resource/R170683,10.1371/journal.pone.0077645,Bioinformatics
1112,http://orkg.org/orkg/resource/R170685,10.1371/journal.pone.0078162,Bioinformatics
1113,http://orkg.org/orkg/resource/R170687,10.1371/journal.pone.0078795,Bioinformatics
1114,http://orkg.org/orkg/resource/R170690,10.1371/journal.pone.0078816,Bioinformatics
1115,http://orkg.org/orkg/resource/R170692,10.1371/journal.pone.0079181,Bioinformatics
1116,http://orkg.org/orkg/resource/R170694,10.1371/journal.pone.0079777,Bioinformatics
1117,http://orkg.org/orkg/resource/R170696,10.1371/journal.pone.0080980,Bioinformatics
1118,http://orkg.org/orkg/resource/R170698,10.1371/journal.pone.0081115,Bioinformatics
1119,http://orkg.org/orkg/resource/R170700,10.1371/journal.pone.0081237,Bioinformatics
1120,http://orkg.org/orkg/resource/R170702,10.1371/journal.pone.0081661,Bioinformatics
1121,http://orkg.org/orkg/resource/R170704,10.1371/journal.pone.0081725,Bioinformatics
1122,http://orkg.org/orkg/resource/R170706,10.1371/journal.pone.0081836,Bioinformatics
1123,http://orkg.org/orkg/resource/R170709,10.1371/journal.pone.0083315,Bioinformatics
1124,http://orkg.org/orkg/resource/R170711,10.1371/journal.pone.0084164,Bioinformatics
1125,http://orkg.org/orkg/resource/R170713,10.1371/journal.pone.0084339,Bioinformatics
1126,http://orkg.org/orkg/resource/R170715,10.1371/journal.pone.0084492,Bioinformatics
1127,http://orkg.org/orkg/resource/R170717,10.1371/journal.pone.0084828,Bioinformatics
1128,http://orkg.org/orkg/resource/R170719,10.1371/journal.pone.0085005,Bioinformatics
1129,http://orkg.org/orkg/resource/R170721,10.1371/journal.pone.0085224,Bioinformatics
1130,http://orkg.org/orkg/resource/R170723,10.1371/journal.pone.0085809,Bioinformatics
1131,http://orkg.org/orkg/resource/R170726,10.1371/journal.pone.0086193,Bioinformatics
1132,http://orkg.org/orkg/resource/R170729,10.1371/journal.pone.0086237,Bioinformatics
1133,http://orkg.org/orkg/resource/R170731,10.1371/journal.pone.0086283,Bioinformatics
1134,http://orkg.org/orkg/resource/R170733,10.1371/journal.pone.0086430,Bioinformatics
1135,http://orkg.org/orkg/resource/R170736,10.1371/journal.pone.0087527,Bioinformatics
1136,http://orkg.org/orkg/resource/R170738,10.1371/journal.pone.0088265,Bioinformatics
1137,http://orkg.org/orkg/resource/R170741,10.1371/journal.pone.0088504,Bioinformatics
1138,http://orkg.org/orkg/resource/R170744,10.1371/journal.pone.0088586,Bioinformatics
1139,http://orkg.org/orkg/resource/R170746,10.1371/journal.pone.0088929,Bioinformatics
1140,http://orkg.org/orkg/resource/R170748,10.1371/journal.pone.0089090,Bioinformatics
1141,http://orkg.org/orkg/resource/R170750,10.1371/journal.pone.0089513,Bioinformatics
1142,http://orkg.org/orkg/resource/R170752,10.1371/journal.pone.0090130,Bioinformatics
1143,http://orkg.org/orkg/resource/R170756,10.1371/journal.pone.0090309,Bioinformatics
1144,http://orkg.org/orkg/resource/R170758,10.1371/journal.pone.0090556,Bioinformatics
1145,http://orkg.org/orkg/resource/R170760,10.1371/journal.pone.0090577,Bioinformatics
1146,http://orkg.org/orkg/resource/R170762,10.1371/journal.pone.0090779,Bioinformatics
1147,http://orkg.org/orkg/resource/R170764,10.1371/journal.pone.0090789,Bioinformatics
1148,http://orkg.org/orkg/resource/R170766,10.1371/journal.pone.0090938,Bioinformatics
1149,http://orkg.org/orkg/resource/R170769,10.1371/journal.pone.0092550,Bioinformatics
